AST,Age,BLK,DRB,FGA,FGM,FGP,FTA,FTM,FTP,Games,GamesStarted,MinutesPlayed,Name,ORB,PF,PTS,Pos,STL,TOV,TRB,Team,ThreePA,ThreePM,ThreePP,TwoPA,TwoPM,TwoPP,eFGP
2.3,23,0.3,3.9,7.7,3.5,.462,1.3,1.0,.769,59,22,23.1,Donte DiVincenzo,1.0,1.6,9.4,SG,1.4,1.2,4.9,MIL,3.7,1.3,.344,3.9,2.3,.576,.546
8.7,20,0.2,8.0,20.6,9.5,.461,9.1,6.8,.752,54,54,33.3,Luka Dončić,1.3,2.5,28.7,PG,1.1,4.2,9.3,DAL,9.1,2.9,.318,11.5,6.6,.574,.531
0.7,20,0.1,1.3,5.4,2.2,.414,1.2,1.0,.778,29,21,22.0,Luguentz Dort,0.5,2.7,6.2,SG,0.8,0.5,1.9,OKC,2.5,0.8,.301,2.9,1.5,.512,.484
1.2,25,0.1,1.7,6.0,2.5,.414,0.7,0.5,.667,48,0,17.4,Damyean Dotson,0.2,0.9,6.7,SG,0.5,0.4,1.9,NYK,3.4,1.2,.362,2.6,1.3,.480,.516
0.5,19,0.2,2.6,6.2,2.4,.390,1.2,0.8,.674,38,19,19.8,Sekou Doumbouya,0.5,2.1,6.4,SF,0.5,0.9,3.1,DET,2.6,0.7,.286,3.6,1.7,.464,.449
1.4,23,0.2,1.2,4.3,1.7,.396,0.5,0.3,.636,21,0,11.1,PJ Dozier,0.2,1.3,4.1,PG,0.3,0.5,1.4,DEN,1.3,0.3,.250,3.0,1.4,.460,.434
5.1,33,0.1,2.6,12.3,5.4,.437,4.1,3.1,.769,54,1,28.4,Goran Dragić,0.5,1.9,16.1,PG,0.6,2.5,3.1,MIA,5.8,2.2,.377,6.5,3.2,.491,.526
2.7,26,1.6,10.8,13.8,7.3,.533,5.2,3.0,.575,57,56,33.0,Andre Drummond,4.4,3.5,17.7,C,1.9,3.6,15.2,,0.6,0.1,.143,13.1,7.2,.551,.536
0.5,34,0.1,1.0,1.3,0.5,.400,0.1,0.1,1.000,40,1,7.8,Jared Dudley,0.1,0.9,1.5,SF,0.3,0.2,1.1,LAL,0.9,0.4,.471,0.4,0.1,.250,.560
3.4,25,0.3,3.2,6.7,3.0,.444,1.1,0.8,.741,51,32,24.9,Kris Dunn,0.5,3.1,7.3,PG,2.0,1.3,3.6,CHI,2.2,0.6,.259,4.5,2.4,.535,.487
0.6,21,0.1,1.1,3.2,1.1,.327,0.4,0.3,.846,35,0,9.0,Carsen Edwards,0.2,0.9,3.0,SG,0.3,0.4,1.2,BOS,1.9,0.6,.309,1.3,0.5,.356,.420
0.2,23,0.0,0.8,1.4,0.2,.143,0.0,0.0,,5,0,3.0,Henry Ellenson,0.4,0.2,0.4,PF,0.0,0.0,1.2,BRK,0.8,0.0,.000,0.6,0.2,.333,.143
1.2,32,0.1,1.7,4.8,1.7,.351,0.4,0.3,.846,36,1,15.5,Wayne Ellington,0.1,1.1,5.1,SG,0.4,0.5,1.8,NYK,4.0,1.4,.350,0.9,0.3,.355,.494
3.1,25,1.3,9.0,15.9,7.5,.474,8.7,7.1,.814,44,44,30.2,Joel Embiid,2.8,3.4,23.4,C,0.9,3.1,11.8,PHI,3.7,1.3,.348,12.3,6.3,.511,.514
0.9,29,0.3,2.3,4.8,2.1,.435,1.3,1.0,.808,61,10,17.3,James Ennis,1.0,1.8,6.0,SF,0.5,0.7,3.3,,2.3,0.8,.338,2.5,1.3,.523,.515
0.4,22,0.4,1.9,2.0,1.5,.750,0.8,0.6,.727,14,3,9.3,Drew Eubanks,0.6,1.5,3.6,PF,0.1,0.7,2.5,SAS,0.1,0.1,1.000,1.9,1.4,.741,.768
1.1,22,0.4,1.1,4.6,1.6,.336,1.0,0.9,.862,29,1,14.4,Jacob Evans,0.3,1.4,4.4,SG,0.4,0.9,1.4,,1.3,0.4,.333,3.3,1.1,.337,.384
1.1,24,0.2,1.6,3.4,1.6,.471,1.2,0.9,.744,35,1,13.9,Dante Exum,0.3,1.1,4.5,SG,0.4,0.9,1.9,,1.2,0.4,.349,2.2,1.2,.539,.534
0.0,24,0.3,1.8,2.0,1.5,.750,0.5,0.2,.333,6,0,4.0,Tacko Fall,0.0,0.8,3.2,C,0.0,0.5,1.8,BOS,0.0,0.0,,2.0,1.5,.750,.750
1.7,28,1.0,6.6,6.8,4.2,.620,1.4,0.8,.581,45,43,24.2,Derrick Favors,3.3,2.2,9.2,C,0.6,1.1,9.9,NOP,0.2,0.0,.143,6.6,4.2,.631,.621
0.7,27,0.1,2.1,2.5,1.5,.630,1.0,0.8,.783,22,0,17.5,Cristiano Felício,2.5,1.5,3.9,PF,0.5,0.8,4.6,CHI,0.1,0.0,.000,2.4,1.5,.654,.630
0.9,21,0.3,1.0,4.0,1.5,.372,0.4,0.3,.789,50,37,23.4,Terrance Ferguson,0.5,2.9,4.2,SF,0.5,0.6,1.5,OKC,3.1,0.9,.297,0.9,0.6,.636,.487
0.9,21,0.3,2.3,3.6,1.8,.518,0.9,0.5,.569,56,13,12.7,Bruno Fernando,1.2,1.9,4.3,C,0.3,0.8,3.5,ATL,0.7,0.1,.135,2.9,1.8,.605,.530
1.3,26,0.1,1.0,3.8,1.5,.396,0.8,0.7,.865,44,0,11.0,Yogi Ferrell,0.1,0.7,4.2,PG,0.3,0.6,1.1,SAC,1.6,0.4,.275,2.3,1.1,.480,.453
1.5,26,0.6,3.5,7.1,3.3,.468,1.5,1.1,.722,64,61,29.7,Dorian Finney-Smith,2.0,2.4,9.3,PF,0.7,1.0,5.5,DAL,4.1,1.5,.374,3.0,1.8,.599,.577
1.7,26,0.0,1.8,9.2,3.8,.417,1.4,1.2,.833,63,62,25.1,Bryn Forbes,0.2,1.8,11.2,SG,0.5,0.9,2.0,SAS,6.0,2.3,.388,3.2,1.5,.470,.544
3.2,27,0.2,2.3,14.2,6.7,.470,3.4,2.8,.820,61,61,31.7,Evan Fournier,0.3,2.4,18.8,SG,1.1,2.0,2.6,ORL,6.7,2.7,.406,7.6,4.0,.525,.564
6.8,22,0.5,3.4,15.4,7.3,.475,6.8,4.8,.703,45,43,31.7,De'Aaron Fox,0.7,2.9,20.4,PG,1.4,3.1,4.0,SAC,3.4,1.0,.307,12.0,6.3,.523,.509
0.1,23,0.1,0.2,1.1,0.4,.353,0.3,0.1,.500,15,0,3.4,Melvin Frazier,0.1,0.5,1.2,SG,0.3,0.2,0.3,ORL,0.5,0.3,.571,0.7,0.1,.200,.471
0.1,25,0.0,0.3,1.4,0.5,.364,0.8,0.5,.667,8,0,8.3,Michael Frazier,0.1,1.6,1.8,SG,0.3,0.3,0.4,HOU,1.0,0.3,.250,0.4,0.3,.667,.455
3.4,29,0.1,0.9,3.5,1.3,.362,0.9,0.7,.792,27,11,13.1,Tim Frazier,0.3,1.6,3.6,PG,0.5,1.3,1.2,DET,1.1,0.4,.333,2.4,0.9,.375,.415
5.2,21,0.2,2.8,10.6,5.0,.473,2.2,1.6,.723,64,59,28.3,Markelle Fultz,0.5,2.0,12.1,PG,1.3,2.0,3.3,ORL,1.8,0.5,.254,8.7,4.5,.520,.496
0.3,22,0.2,1.0,1.6,0.7,.435,0.7,0.5,.700,28,1,7.5,Wenyen Gabriel,0.6,1.3,2.1,PF,0.4,0.6,1.6,,0.7,0.2,.300,0.9,0.5,.538,.500
0.5,21,1.3,1.3,3.1,2.2,.701,1.4,0.7,.533,43,7,14.2,Daniel Gafford,1.2,2.3,5.1,C,0.3,0.7,2.5,CHI,0.0,0.0,,3.1,2.2,.701,.701
2.1,31,0.1,4.9,13.6,6.0,.439,4.8,4.3,.886,55,55,30.7,Danilo Gallinari,0.6,1.2,19.2,PF,0.7,1.3,5.5,OKC,7.3,3.0,.409,6.3,3.0,.474,.549
1.5,28,0.2,1.8,8.2,3.6,.435,1.3,1.1,.859,66,6,25.8,Langston Galloway,0.5,1.5,10.3,SG,0.7,0.6,2.3,DET,5.0,2.0,.399,3.2,1.6,.493,.557
3.9,20,0.1,1.4,11.8,4.7,.401,1.2,1.1,.875,59,59,30.9,Darius Garland,0.5,1.6,12.3,PG,0.7,2.6,1.9,CLE,5.0,1.8,.355,6.8,3.0,.434,.476
3.4,35,0.9,5.5,6.6,2.8,.419,1.0,0.7,.722,36,35,27.5,Marc Gasol,0.8,2.8,7.6,C,0.8,1.2,6.3,TOR,3.5,1.4,.402,3.0,1.3,.440,.528
1.7,33,0.5,4.4,8.4,3.7,.442,1.9,1.7,.876,60,5,21.5,Rudy Gay,0.9,1.5,10.0,PF,0.4,1.3,5.4,SAS,3.1,1.0,.314,5.3,2.7,.517,.500
3.9,29,0.5,5.2,16.0,6.9,.432,4.5,3.9,.882,42,42,29.1,Paul George,0.5,2.4,21.0,SF,1.3,2.7,5.7,LAC,7.9,3.2,.399,8.1,3.8,.463,.530
0.8,34,0.5,2.5,4.6,2.7,.584,0.9,0.7,.732,62,56,16.5,Taj Gibson,1.8,2.0,6.1,C,0.4,0.8,4.3,NYK,0.2,0.1,.286,4.4,2.6,.599,.591
1.3,21,0.4,3.3,5.4,3.1,.560,1.1,0.9,.767,38,17,15.2,Harry Giles,0.9,2.6,7.0,PF,0.6,0.9,4.2,SAC,0.0,0.0,,5.4,3.1,.560,.560
3.3,21,0.7,5.4,14.8,7.0,.473,5.0,4.0,.801,63,63,35.1,Shai Gilgeous-Alexander,0.7,1.7,19.3,SG,1.1,1.9,6.1,OKC,3.5,1.2,.351,11.3,5.8,.511,.514
1.5,27,2.0,10.3,8.2,5.7,.698,5.9,3.7,.621,62,62,34.5,Rudy Gobert,3.4,3.2,15.1,C,0.8,1.9,13.7,UTA,0.0,0.0,,8.2,5.7,.698,.698
1.5,24,0.1,1.8,5.6,2.2,.400,0.9,0.8,.933,34,1,12.6,Brandon Goodwin,0.3,1.3,6.1,PG,0.4,0.9,2.1,ATL,2.6,0.8,.299,3.0,1.5,.485,.468
3.7,24,0.6,5.8,12.5,5.4,.433,3.5,2.4,.675,58,58,33.0,Aaron Gordon,1.8,2.0,14.4,PF,0.9,1.6,7.6,ORL,3.9,1.2,.301,8.6,4.2,.492,.479
1.5,31,0.4,1.7,12.9,4.8,.370,3.0,2.3,.757,34,13,28.6,Eric Gordon,0.2,2.0,14.5,SG,0.6,1.1,1.9,HOU,8.5,2.7,.319,4.4,2.1,.467,.475
7.5,24,0.2,2.7,15.3,5.8,.382,3.7,3.0,.820,63,53,35.1,Devonte' Graham,0.7,1.8,18.2,PG,1.0,2.9,3.4,CHO,9.3,3.5,.373,6.0,2.4,.397,.495
0.8,26,0.1,1.8,4.4,1.6,.360,1.0,0.7,.643,55,20,16.9,Treveon Graham,0.9,1.9,4.4,SG,0.4,0.5,2.7,,2.2,0.6,.275,2.2,1.0,.443,.428
1.2,25,0.8,2.7,8.7,4.1,.471,2.7,2.0,.744,64,22,26.2,Jerami Grant,0.8,2.2,11.6,PF,0.7,0.9,3.5,DEN,3.4,1.4,.400,5.3,2.7,.518,.550
1.0,26,0.0,0.5,1.0,0.5,.500,0.0,0.0,,2,0,11.5,Josh Gray,0.5,0.5,1.0,PG,0.0,2.5,1.0,NOP,0.0,0.0,,1.0,0.5,.500,.500
1.4,32,0.5,2.7,7.0,2.9,.419,0.7,0.5,.727,61,61,25.1,Danny Green,0.7,2.1,8.2,SG,1.2,0.9,3.4,LAL,4.9,1.9,.378,2.1,1.1,.516,.552
6.2,29,0.8,5.7,7.3,2.9,.389,1.9,1.5,.759,43,43,28.4,Draymond Green,0.5,2.6,8.0,PF,1.4,2.3,6.2,GSW,3.0,0.8,.279,4.3,2.0,.465,.446
0.8,29,0.4,5.0,5.5,2.3,.414,0.8,0.6,.727,55,0,20.5,JaMychal Green,1.4,2.7,6.5,PF,0.5,0.8,6.3,LAC,3.7,1.3,.363,1.8,0.9,.520,.536
0.5,26,0.2,1.4,2.2,1.1,.500,0.8,0.5,.639,44,1,9.4,Javonte Green,0.4,0.8,2.9,SF,0.5,0.4,1.8,BOS,0.5,0.1,.261,1.7,1.0,.573,.531
0.8,33,0.4,2.3,6.5,2.9,.444,1.8,1.4,.781,40,2,18.9,Jeff Green,0.6,1.6,8.4,PF,0.5,0.9,2.8,,3.5,1.2,.348,3.1,1.7,.553,.536
3.3,30,0.4,3.7,13.9,4.9,.352,5.4,4.2,.776,18,18,28.4,Blake Griffin,0.9,1.5,15.5,PF,0.4,2.2,4.7,DET,6.2,1.5,.243,7.7,3.4,.439,.406
1.1,24,0.2,1.4,3.7,1.5,.396,0.6,0.5,.920,42,0,11.3,Marko Guduric,0.3,0.8,4.0,SG,0.3,0.9,1.7,MEM,1.9,0.6,.309,1.7,0.9,.493,.477
0.0,22,0.0,0.0,1.0,0.5,.500,0.0,0.0,,2,0,2.0,Kyle Guy,0.0,0.0,1.0,SG,0.0,0.0,0.0,SAC,0.5,0.0,.000,0.5,0.5,1.000,.500
1.7,21,0.2,4.5,11.1,5.3,.478,2.7,2.2,.829,41,41,29.7,Rui Hachimura,1.5,2.2,13.4,PF,0.8,1.0,6.0,WAS,1.8,0.5,.274,9.3,4.8,.517,.500
0.6,24,0.0,0.2,1.0,0.2,.200,0.8,0.6,.750,5,0,4.0,Devon Hall,0.0,0.2,1.0,SG,0.0,0.2,0.2,OKC,0.4,0.0,.000,0.6,0.2,.333,.200
0.5,22,0.3,2.3,1.0,0.3,.250,1.5,1.0,.667,4,0,12.0,Donta Hall,1.5,2.3,1.5,PF,0.3,0.5,3.8,DET,0.0,0.0,,1.0,0.3,.250,.250
0.0,26,0.0,0.5,4.5,2.0,.444,1.0,1.0,1.000,2,0,6.5,Dusty Hannahs,0.0,0.5,6.0,SG,0.0,0.0,0.5,MEM,1.5,1.0,.667,3.0,1.0,.333,.556
2.0,27,0.1,2.8,12.6,5.5,.437,2.4,1.9,.801,63,50,28.8,Tim Hardaway Jr.,0.4,1.7,15.8,SG,0.6,1.0,3.1,DAL,7.2,2.9,.407,5.3,2.6,.478,.554
7.4,30,0.9,5.3,22.7,9.9,.435,11.8,10.1,.861,61,61,36.7,James Harden,1.0,3.4,34.4,SG,1.7,4.5,6.4,HOU,12.6,4.4,.352,10.1,5.4,.538,.533
1.1,26,0.5,3.0,4.6,2.3,.502,1.1,0.6,.591,62,48,23.0,Maurice Harkless,0.9,2.4,5.8,SF,0.9,0.9,3.9,,1.6,0.5,.347,3.0,1.7,.584,.562
0.0,22,0.0,0.0,1.3,0.3,.250,0.0,0.0,,3,0,2.7,Jared Harper,0.0,0.0,0.7,PG,0.0,0.0,0.0,PHO,0.7,0.0,.000,0.7,0.3,.500,.250
1.7,26,1.1,4.5,12.9,7.5,.580,5.6,3.7,.658,63,2,27.8,Montrezl Harrell,2.6,2.3,18.6,C,0.6,1.7,7.1,LAC,0.3,0.0,.000,12.6,7.5,.593,.580
2.1,25,0.3,2.4,9.3,3.9,.420,1.6,1.3,.815,56,55,31.8,Gary Harris,0.5,2.1,10.4,SG,1.4,1.1,2.9,DEN,3.8,1.3,.333,5.5,2.6,.479,.487
2.1,28,0.3,3.4,11.2,5.3,.471,1.3,1.0,.747,63,63,30.9,Joe Harris,1.0,2.2,13.9,SF,0.6,1.5,4.3,BRK,5.9,2.4,.412,5.3,2.9,.536,.579
3.2,27,0.5,5.9,16.1,7.6,.472,2.9,2.4,.806,65,65,34.5,Tobias Harris,0.8,2.3,19.4,PF,0.8,1.5,6.8,PHI,5.0,1.8,.362,11.1,5.8,.521,.528
1.1,26,0.4,1.5,3.8,1.8,.467,1.2,0.9,.780,43,10,11.3,Shaquille Harrison,0.5,1.3,4.9,SF,0.8,0.4,2.0,CHI,1.0,0.4,.381,2.9,1.4,.496,.515
1.6,24,0.4,5.5,8.4,3.5,.416,1.6,1.2,.747,57,14,27.4,Josh Hart,0.9,2.5,10.2,SF,1.0,1.1,6.5,NOP,5.7,1.9,.342,2.7,1.6,.571,.531
0.8,21,0.5,2.7,2.9,1.9,.657,1.2,0.8,.679,23,2,11.6,Isaiah Hartenstein,1.3,1.8,4.7,C,0.4,0.7,3.9,HOU,0.2,0.0,.000,2.7,1.9,.710,.657
0.3,39,0.0,2.7,2.0,0.3,.167,1.3,1.0,.750,3,0,7.0,Udonis Haslem,0.0,1.0,1.7,PF,0.0,0.0,2.7,MIA,0.7,0.0,.000,1.3,0.3,.250,.167
0.9,19,0.9,2.5,4.2,2.8,.660,3.1,1.9,.630,56,12,17.0,Jaxson Hayes,1.5,2.5,7.5,C,0.4,0.7,4.0,NOP,0.1,0.0,.250,4.1,2.8,.667,.662
4.1,29,0.4,5.5,13.5,6.8,.502,2.5,2.1,.847,45,45,33.4,Gordon Hayward,1.0,1.8,17.3,SF,0.8,1.8,6.5,BOS,4.2,1.6,.392,9.3,5.1,.553,.563
1.4,29,1.1,2.9,4.3,2.4,.556,1.2,0.6,.500,40,8,15.0,John Henson,1.2,2.0,5.5,PF,0.6,0.9,4.1,,0.9,0.2,.222,3.4,2.2,.644,.579
0.0,23,0.0,1.3,1.3,0.3,.200,0.5,0.5,1.000,4,0,2.8,Dewan Hernandez,0.5,1.5,1.0,C,0.3,0.3,1.8,TOR,0.3,0.0,.000,1.0,0.3,.250,.200
0.8,24,0.2,3.2,5.1,2.1,.405,1.5,0.9,.620,48,14,17.4,Juan Hernangómez,0.9,1.3,6.0,PF,0.4,0.7,4.1,,2.7,0.9,.341,2.5,1.2,.475,.494
0.9,25,0.2,2.9,4.5,2.4,.532,1.9,1.2,.627,31,0,12.1,Willy Hernangómez,1.4,1.0,6.1,C,0.3,1.0,4.3,CHO,0.7,0.2,.227,3.8,2.2,.590,.550
1.9,20,0.1,3.7,11.3,4.7,.414,1.7,1.4,.835,47,6,27.2,Tyler Herro,0.3,1.3,12.9,SG,0.6,1.5,4.0,MIA,5.4,2.1,.391,5.9,2.6,.434,.507
0.1,23,0.0,0.3,1.6,0.1,.091,0.0,0.0,,7,0,2.7,Kevin Hervey,0.0,0.1,0.3,PF,0.0,0.0,0.3,OKC,1.1,0.0,.000,0.4,0.1,.333,.091
0.9,24,0.2,2.9,4.0,1.7,.429,1.1,0.9,.824,47,4,16.3,Mario Hezonja,0.6,2.0,4.8,PF,0.6,0.8,3.4,POR,1.4,0.4,.328,2.7,1.3,.480,.484
3.1,27,0.3,3.9,16.6,7.1,.429,2.0,1.8,.855,64,44,32.0,Buddy Hield,0.9,2.3,19.8,SG,0.9,2.3,4.8,SAC,9.7,3.8,.395,6.9,3.3,.477,.544
2.9,33,0.1,2.1,6.5,3.4,.530,1.6,1.3,.831,52,0,21.2,George Hill,0.9,1.4,9.6,PG,0.8,0.9,3.0,MIL,2.9,1.4,.480,3.5,2.0,.571,.638
1.8,28,0.2,2.4,4.6,1.9,.403,0.8,0.6,.714,54,4,18.4,Solomon Hill,0.5,1.4,5.4,SF,0.7,0.9,2.9,,2.9,1.1,.378,1.7,0.8,.446,.522
0.3,20,0.0,1.4,2.5,1.2,.469,1.0,0.6,.615,13,0,7.9,Jaylen Hoard,1.1,0.9,2.9,SF,0.4,0.3,2.5,POR,0.2,0.0,.000,2.2,1.2,.517,.469
3.3,23,0.2,1.9,8.6,3.5,.407,1.2,1.1,.861,58,26,23.6,Aaron Holiday,0.4,1.8,9.4,PG,0.8,1.3,2.3,IND,3.5,1.4,.394,5.1,2.1,.416,.488
6.9,29,0.8,3.6,16.9,7.7,.452,3.1,2.2,.700,55,55,34.9,Jrue Holiday,1.3,2.3,19.6,SG,1.7,2.9,4.9,NOP,5.9,2.1,.357,11.1,5.6,.502,.514
1.3,30,0.6,2.7,6.6,2.9,.440,0.9,0.7,.780,65,2,24.9,Justin Holiday,0.5,1.8,8.4,SG,1.2,0.6,3.2,IND,4.4,1.9,.424,2.2,1.0,.472,.581
1.7,25,0.4,2.9,5.7,2.7,.471,2.5,1.8,.736,52,5,19.2,Rondae Hollis-Jefferson,2.0,2.0,7.2,SF,0.8,0.9,4.9,TOR,0.3,0.0,.118,5.3,2.6,.493,.475
1.0,26,1.4,5.3,8.2,5.4,.654,2.6,2.1,.800,39,33,28.8,Richaun Holmes,3.0,3.9,12.8,C,1.0,1.3,8.3,SAC,0.0,0.0,,8.2,5.4,.654,.654
1.5,27,0.2,3.0,8.2,4.1,.506,1.3,1.0,.778,21,21,29.5,Rodney Hood,0.5,2.2,11.0,SF,0.8,0.9,3.4,POR,3.4,1.7,.493,4.8,2.5,.515,.608
4.1,33,0.9,5.3,10.9,4.8,.442,1.2,0.9,.753,60,57,30.8,Al Horford,1.5,2.1,12.0,C,0.9,1.1,6.9,PHI,4.4,1.5,.337,6.5,3.3,.513,.510
1.0,19,0.0,0.0,0.5,0.0,.000,0.0,0.0,,2,0,2.5,Talen Horton-Tucker,0.0,0.0,0.0,SG,0.5,0.0,0.0,LAL,0.5,0.0,.000,0.0,0.0,,.000
1.3,26,0.6,3.3,8.3,3.6,.427,1.5,1.2,.800,58,47,30.0,Danuel House,1.0,2.1,10.2,SF,1.1,0.8,4.2,HOU,5.4,1.9,.363,2.9,1.6,.544,.545
0.7,34,1.2,4.9,4.1,3.0,.732,2.9,1.4,.494,62,2,19.2,Dwight Howard,2.5,3.2,7.5,C,0.4,1.2,7.4,LAL,0.1,0.0,.600,4.1,3.0,.734,.737
0.5,26,0.0,1.0,2.0,0.0,.000,0.0,0.0,,2,0,6.5,William Howard,0.0,0.5,0.0,SG,0.0,0.5,1.0,HOU,2.0,0.0,.000,0.0,0.0,,.000
3.8,21,0.5,3.4,10.9,4.5,.413,1.1,0.9,.828,56,48,31.4,Kevin Huerter,0.6,2.5,12.2,SG,0.9,1.6,4.1,ATL,6.0,2.3,.380,4.9,2.2,.453,.517
1.8,22,0.3,3.8,10.8,4.4,.410,2.3,1.7,.764,63,62,32.0,De'Andre Hunter,0.7,2.9,12.3,SF,0.7,1.6,4.5,ATL,4.8,1.7,.355,6.0,2.7,.454,.489
0.9,23,0.3,3.2,6.3,2.9,.457,2.8,1.6,.590,28,10,18.8,Chandler Hutchison,0.6,1.7,7.8,SF,1.0,1.0,3.9,CHI,1.4,0.4,.316,4.9,2.4,.496,.491
1.5,30,0.8,6.2,12.5,6.5,.518,2.4,1.8,.748,50,27,27.5,Serge Ibaka,2.1,2.8,16.0,C,0.5,2.0,8.3,TOR,3.3,1.3,.398,9.1,5.1,.562,.571
2.0,36,1.1,3.1,3.6,1.8,.490,0.6,0.1,.250,14,0,18.5,Andre Iguodala,0.7,2.0,4.4,SG,0.6,1.2,3.8,MIA,1.7,0.6,.375,1.9,1.1,.593,.578
0.8,32,0.3,3.9,5.2,2.4,.472,1.3,1.1,.827,56,8,16.0,Ersan İlyasova,1.1,1.6,6.8,PF,0.4,0.6,4.9,MIL,2.2,0.8,.371,3.0,1.6,.548,.552
5.2,32,0.1,3.6,7.7,3.4,.441,1.3,1.0,.774,64,37,29.9,Joe Ingles,0.4,2.1,9.8,SF,0.9,1.9,4.0,UTA,4.8,1.9,.397,2.9,1.5,.516,.566
4.3,22,0.7,5.4,18.0,8.4,.466,5.9,5.1,.858,56,56,34.3,Brandon Ingram,0.9,2.9,24.3,PF,1.0,3.1,6.3,NOP,6.3,2.4,.387,11.6,5.9,.509,.534
6.4,27,0.5,4.1,20.8,10.0,.478,5.1,4.7,.922,20,20,32.9,Kyrie Irving,1.1,2.7,27.4,PG,1.4,2.6,5.2,BRK,7.1,2.8,.394,13.7,7.2,.522,.546
1.4,22,2.4,5.2,10.1,4.7,.463,2.3,1.8,.767,32,32,29.7,Jonathan Isaac,1.8,2.5,12.0,SF,1.6,1.5,6.9,ORL,2.8,0.9,.330,7.2,3.7,.515,.509
1.0,25,0.2,2.0,4.3,1.7,.397,1.7,1.4,.816,45,18,18.0,Wesley Iwundu,0.5,1.4,5.3,SF,0.6,0.4,2.5,ORL,1.5,0.5,.313,2.8,1.2,.441,.451
0.8,21,0.1,1.0,5.0,1.9,.385,1.3,0.9,.750,51,1,12.9,Frank Jackson,0.4,1.3,5.6,PG,0.3,0.8,1.4,NOP,2.4,0.8,.325,2.7,1.2,.438,.461
1.4,20,1.6,3.7,13.0,6.1,.468,3.1,2.3,.741,54,54,28.0,Jaren Jackson Jr.,1.0,4.1,16.9,C,0.7,1.7,4.7,MEM,6.3,2.5,.397,6.7,3.6,.535,.564
1.7,22,0.5,2.6,8.6,3.8,.439,2.4,1.6,.659,18,0,19.8,Josh Jackson,0.6,2.2,10.4,SG,1.0,1.4,3.2,MEM,4.0,1.3,.319,4.6,2.5,.542,.513
0.8,24,0.2,2.0,5.4,2.1,.399,0.8,0.6,.818,58,2,16.0,Justin Jackson,0.5,1.0,5.7,PF,0.2,0.2,2.4,DAL,2.6,0.8,.298,2.8,1.4,.494,.471
4.4,29,0.2,2.3,11.2,4.7,.416,1.9,1.5,.814,23,11,24.2,Reggie Jackson,0.7,1.7,12.8,PG,0.4,1.7,2.9,,4.9,2.0,.398,6.3,2.7,.431,.504
0.5,23,0.3,0.7,2.3,1.0,.423,0.6,0.3,.476,34,0,6.4,Justin James,0.2,0.5,2.5,SG,0.2,0.2,0.9,SAC,0.8,0.3,.346,1.5,0.7,.462,.481
10.6,35,0.5,6.9,19.6,9.8,.498,5.7,4.0,.697,60,60,34.9,LeBron James,1.0,1.8,25.7,PG,1.2,4.0,7.9,LAL,6.4,2.2,.349,13.3,7.6,.570,.555
0.2,26,0.2,0.7,0.8,0.3,.357,0.8,0.3,.357,18,0,4.1,Amile Jefferson,0.6,0.4,0.8,PF,0.1,0.2,1.3,ORL,0.0,0.0,,0.8,0.3,.357,.357
0.2,22,0.0,0.0,1.2,0.5,.429,0.0,0.0,,6,0,3.2,DaQuan Jeffries,0.2,0.5,1.2,SG,0.2,0.0,0.2,SAC,0.7,0.2,.250,0.5,0.3,.667,.500
1.5,22,0.1,1.3,3.8,1.3,.349,0.5,0.4,.786,28,0,11.3,Ty Jerome,0.2,1.0,3.5,PG,0.5,0.6,1.5,PHO,1.7,0.5,.277,2.1,0.9,.407,.410
0.2,23,0.0,0.8,1.2,0.5,.467,0.5,0.3,.667,13,0,4.2,Alize Johnson,0.5,0.5,1.4,SF,0.0,0.2,1.4,IND,0.0,0.0,,1.2,0.5,.467,.467
0.3,24,0.0,0.6,2.3,0.6,.278,0.3,0.3,1.000,8,0,5.8,B.J. Johnson,0.1,0.0,1.6,SF,0.3,0.4,0.8,ORL,0.8,0.1,.167,1.5,0.5,.333,.306
1.1,23,0.3,2.1,6.6,2.8,.418,0.9,0.7,.761,49,1,20.3,Cameron Johnson,0.8,1.5,8.1,PF,0.6,0.6,2.9,PHO,4.7,1.9,.397,2.0,0.9,.469,.558
2.3,32,1.0,2.9,6.7,3.2,.479,1.5,1.0,.646,32,1,19.3,James Johnson,0.8,2.5,8.4,PF,0.8,1.5,3.7,,2.8,1.0,.363,3.9,2.2,.565,.556
0.7,20,0.1,1.3,3.4,1.8,.516,1.1,0.8,.700,9,0,10.2,Keldon Johnson,0.6,1.0,4.6,SF,0.6,0.3,1.9,SAS,0.6,0.2,.400,2.9,1.6,.538,.548
0.4,23,0.1,1.0,1.6,0.4,.258,0.3,0.3,.833,20,0,4.8,Stanley Johnson,0.2,0.5,1.2,PF,0.2,0.4,1.1,TOR,0.7,0.1,.154,0.9,0.3,.333,.290
1.6,27,0.3,1.4,5.5,2.1,.380,1.0,0.8,.750,31,3,16.6,Tyler Johnson,0.3,1.4,5.7,SG,0.4,0.8,1.7,PHO,2.7,0.8,.289,2.8,1.3,.466,.450
6.9,24,0.7,7.8,14.9,7.9,.528,4.1,3.4,.813,65,65,32.3,Nikola Jokić,2.4,3.1,20.2,C,1.2,3.1,10.2,DEN,3.5,1.1,.314,11.4,6.8,.594,.565
